price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,in_urban_areas
3430000.0,4000,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
3010000.0,2835A,2.0,1.0,1.0,yes,no,no,no,no,,no,semi-furnished,Yes
5250000.0,4260,4.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,,Yes
4690000.0,6000,2.0,1.0,1.0,yes,no,yes,no,yes,1.0,no,furnished,Yes
6650000.0,5700,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,furnished,Yes
5040000.0,6600,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,yes,furnished,Yes
5215000.0,7200,3.0,1.0,2.0,yes,yes,yes,no,no,1.0,yes,furnished,Yes
4200000.0,3520,3.0,1.0,2.0,yes,no,no,no,,0.0,yes,semi-furnished,
5495000.0,7980,3.0,1.0,1.0,yes,no,no,no,no,2.0,,semi-furnished,Yes
4270000.0,7770,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,furnished,Yes
11410000.0,7420,4.0,1.0,2.0,yes,yes,yes,no,yes,2.0,no,furnished,Yes
8575000.0,8800,3.0,2.0,2.0,yes,no,no,no,yes,2.0,no,furnished,Yes
6195000.0,5500,3.0,2.0,1.0,yes,yes,yes,no,no,2.0,,furnished,Yes
3465000.0,2145,3.0,1.0,3.0,yes,no,no,,no,0.0,yes,furnished,Yes
9100000.0,6600,4.0,2.0,2.0,yes,yes,yes,no,yes,1.0,yes,unfurnished,Yes
4767000.0,3420,4.0,2.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
4935000.0,5948,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
4753000.0,6440,2.0,1.0,1.0,yes,no,no,no,yes,3.0,no,semi-furnished,Yes
1767150.0,2400,3.0,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
4098500.0,3600,3.0,1.0,1.0,yes,no,yes,no,yes,0.0,yes,furnished,Yes
2450000.0,7700,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
4893000.0,,4.0,2.0,2.0,yes,no,yes,no,yes,2.0,no,semi-furnished,Yes
4403000.0,2880,3.0,100.0,2.0,yes,no,no,no,no,0.0,yes,semi-furnished,Yes
4025000.0,5400,3.0,1.0,1.0,yes,no,no,no,no,3.0,no,semi-furnished,Yes
4956000.0,2800,3.0,2.0,2.0,no,,yes,no,yes,1.0,no,semi-furnished,Yes
4403000.0,4920,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
5110000.0,3000,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
6265000.0,6000,4.0,1.0,3.0,yes,yes,yes,no,no,0.0,yes,unfurnished,Yes
1890000.0,3649,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
6790000.0,12090,4.0,2.0,,yes,no,no,no,,2.0,yes,furnished,
2275000.0,3970,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
3360000.0,3750,3.0,1.0,1.0,yes,no,no,no,no,0.0,no,,Yes
3773000.0,2520,5.0,2.0,1.0,no,no,yes,no,yes,1.0,no,furnished,Yes
6020000.0,6800,2.0,1.0,1.0,,yes,yes,no,no,2.0,no,furnished,Yes
5460000.0,6210,4.0,1.0,4.0,yes,yes,,no,yes,0.0,no,furnished,Yes
3500000.0,3600,6.0,1.0,2.0,yes,no,no,no,no,1.0,no,unfurnished,Yes
2653000.0,4000,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,Yes
6090000.0,6615,4.0,2.0,2.0,yes,yes,no,yes,no,1.0,no,semi-furnished,Yes
7350000.0,5150,3.0,2.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished,
3640000.0,2275,3.0,1.0,3.0,yes,no,no,yes,yes,0.0,yes,semi-furnished,Yes
5600000.0,5000,3.0,1.0,4.0,yes,no,no,no,no,0.0,no,furnished,Yes
4900000.0,4646,3.0,1.0,2.0,,yes,yes,no,no,2.0,no,semi-furnished,Yes
5873000.0,11460,3.0,1.0,3.0,yes,no,no,no,no,2.0,yes,semi-furnished,Yes
3150000.0,6750,2.0,1.0,1.0,yes,,no,no,no,0.0,no,semi-furnished,Yes
3115000.0,3000,3.0,1.0,,,no,no,no,yes,0.0,no,unfurnished,Yes
4900000.0,12900,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,furnished,Yes
5600000.0,4800,,2.0,3.0,no,no,,yes,no,0.0,no,unfurnished,Yes
3815000.0,3150,2.0,2.0,,no,no,yes,no,no,0.0,no,,Yes
7070000.0,8880,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,semi-furnished,Yes
3990000.0,4050,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,unfurnished,Yes
3150000.0,3986,2.0,2.0,1.0,no,yes,yes,no,no,1.0,no,unfurnished,Yes
4473000.0,6360,2.0,1.0,1.0,yes,no,yes,no,yes,1.0,no,furnished,Yes
5803000.0,7000,3.0,1.0,1.0,yes,no,yes,no,,2.0,yes,semi-furnished,Yes
2940000.0,3150,3.0,1.0,2.0,no,,no,no,no,0.0,,unfurnished,Yes
3500000.0,3990,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
6020000.0,8000,3.0,1.0,1.0,yes,yes,yes,no,yes,2.0,yes,semi-furnished,Yes
4515000.0,3510,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3290000.0,6060,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,furnished,Yes
4900000.0,4095,3.0,1.0,2.0,no,yes,yes,no,yes,0.0,no,semi-furnished,Yes
4200000.0,5500,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,unfurnished,Yes
4690000.0,,3.0,1.0,200.0,yes,no,no,no,no,2.0,no,semi-furnished,
6650000.0,6000,3.0,2.0,3.0,yes,yes,no,no,yes,0.0,no,furnished,Yes
2100000.0,3000,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,,Yes
10850000.0,7500,3.0,3.0,,yes,no,yes,no,yes,2.0,yes,semi-furnished,Yes
6160000.0,4500,,1.0,4.0,yes,no,no,,yes,0.0,no,unfurnished,Yes
3150000.0,9000,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
4340000.0,3500,4.0,1.0,2.0,yes,,no,no,no,2.0,no,,Yes
3010000.0,3750,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
5530000.0,3650,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
5873000.0,5500,3.0,1.0,3.0,yes,yes,no,no,yes,1.0,no,furnished,Yes
3990000.0,4500,3.0,2.0,2.0,no,no,yes,no,yes,0.0,no,semi-furnished,Yes
4970000.0,4410,4.0,3.0,2.0,yes,no,yes,no,no,2.0,no,semi-furnished,Yes
3290000.0,3792,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3045000.0,3800,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
4830000.0,4160,3.0,1.0,300.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
6300000.0,7200,3.0,2.0,1.0,yes,no,yes,no,yes,,no,semi-furnished,Yes
2520000.0,3180,3.0,1.0,100.0,no,no,no,no,no,0.0,no,unfurnished,Yes
3500000.0,5880,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
6510000.0,8250,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,furnished,Yes
7140000.0,6000,3.0,2.0,2.0,yes,yes,no,no,no,1.0,no,semi-furnished,Yes
7525000.0,6000,3.0,2.0,4.0,yes,no,no,no,yes,1.0,no,furnished,Yes
4620000.0,,3.0,1.0,2.0,yes,yes,no,no,yes,1.0,no,semi-furnished,Yes
3220000.0,2684,2.0,1.0,1.0,yes,no,no,no,yes,1.0,no,,Yes
12250000.0,8960,4.0,4.0,4.0,yes,no,no,no,yes,3.0,no,furnished,Yes
7000000.0,11175,3.0,1.0,1.0,yes,no,yes,,yes,1.0,yes,furnished,Yes
7350000.0,6000,3.0,2.0,2.0,yes,yes,no,no,yes,1.0,no,semi-furnished,Yes
4410000.0,3968,3.0,1.0,2.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
3570000.0,3150,3.0,1.0,2.0,yes,no,yes,no,no,0.0,,,Yes
2800000.0,2650,3.0,1.0,2.0,yes,no,yes,no,no,1.0,no,unfurnished,Yes
3290000.0,5880,3.0,,1.0,yes,,no,no,no,1.0,no,unfurnished,Yes
3003000.0,8050,,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
7700000.0,6000,4.0,2.0,4.0,yes,no,no,no,no,2.0,no,semi-furnished,
7560000.0,6000,3.0,2.0,3.0,yes,no,,no,,0.0,no,semi-furnished,Yes
3500000.0,4600,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
4095000.0,3680,3.0,2.0,2.0,yes,no,no,no,no,,no,semi-furnished,
5075000.0,5720,2.0,1.0,,yes,no,no,,yes,0.0,yes,unfurnished,Yes
5285000.0,4600,2.0,2.0,,yes,no,no,no,,2.0,no,semi-furnished,
3675000.0,3630,2.0,1.0,1.0,yes,no,no,,,0.0,no,unfurnished,Yes
3850000.0,7152,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,furnished,Yes
3290000.0,2500,2.0,1.0,1.0,no,no,,no,yes,0.0,no,unfurnished,Yes
3640000.0,3180,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,Yes
4060000.0,4320,,100.0,2.0,yes,no,no,no,no,2.0,yes,furnished,Yes
4900000.0,5800,2.0,1.0,1.0,yes,yes,yes,no,yes,0.0,,semi-furnished,Yes
3640000.0,3570,3.0,1.0,2.0,yes,,,no,no,0.0,no,semi-furnished,
4515000.0,3520,2.0,1.0,2.0,yes,no,no,no,no,0.0,yes,furnished,Yes
3360000.0,3100,3.0,1.0,2.0,no,no,yes,no,no,0.0,no,,
4375000.0,3900,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,
3773000.0,6930A,4.0,1.0,2.0,no,no,no,no,no,1.0,no,furnished,Yes
2870000.0,5400,4.0,1.0,2.0,yes,no,no,,no,0.0,no,unfurnished,Yes
1960000.0,3420,5.0,1.0,2.0,no,no,no,no,no,0.0,no,unfurnished,Yes
3010000.0,4600,2.0,100.0,1.0,yes,no,no,no,,0.0,no,furnished,Yes
6107500.0,3240,4.0,1.0,3.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
3255000.0,3930,2.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
2450000.0,3240,2.0,1.0,,no,yes,no,no,no,1.0,no,unfurnished,Yes
2940000.0,,3.0,1.0,,yes,no,yes,no,no,1.0,no,unfurnished,Yes
4865000.0,4350,2.0,1.0,1.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
8043000.0,7482,3.0,2.0,3.0,yes,no,no,yes,no,1.0,yes,furnished,Yes
4025000.0,3630,3.0,2.0,2.0,,no,no,yes,no,2.0,no,semi-furnished,Yes
4900000.0,2970,3.0,1.0,3.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3500000.0,3036,3.0,1.0,2.0,yes,no,yes,no,,0.0,no,semi-furnished,Yes
5950000.0,6540,,1.0,1.0,yes,yes,yes,no,no,2.0,yes,furnished,Yes
3500000.0,4240,3.0,1.0,2.0,yes,no,no,no,yes,0.0,no,semi-furnished,Yes
3395000.0,4785,3.0,1.0,2.0,yes,yes,yes,no,yes,1.0,no,,Yes
4543000.0,4100,2.0,2.0,1.0,yes,yes,yes,no,no,0.0,,semi-furnished,Yes
5652500.0,6660,4.0,2.0,2.0,yes,yes,yes,no,no,1.0,yes,semi-furnished,Yes
6090000.0,6600,3.0,1.0,1.0,yes,yes,yes,no,,2.0,yes,semi-furnished,Yes
6440000.0,8580,5.0,3.0,2.0,,no,no,no,no,2.0,no,furnished,
3423000.0,4040,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
4550000.0,5320,3.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,Yes
3080000.0,4500,2.0,1.0,2.0,yes,no,no,yes,no,1.0,no,semi-furnished,Yes
3640000.0,3000,2.0,1.0,2.0,yes,no,no,no,yes,0.0,no,,Yes
7070000.0,6240,4.0,2.0,2.0,yes,no,,no,yes,1.0,no,furnished,Yes
4165000.0,4080,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
4235000.0,6650,3.0,1.0,2.0,yes,yes,no,no,no,0.0,no,semi-furnished,Yes
3290000.0,3180,4.0,1.0,2.0,yes,no,yes,no,yes,0.0,no,,Yes
5250000.0,8400,3.0,1.0,2.0,yes,yes,yes,no,yes,2.0,yes,unfurnished,Yes
8400000.0,7950,5.0,2.0,2.0,yes,no,yes,yes,no,2.0,no,unfurnished,Yes
3220000.0,3120,3.0,1.0,2.0,no,no,no,no,no,0.0,no,furnished,Yes
4193000.0,8250,3.0,1.0,1.0,yes,no,yes,,no,3.0,,semi-furnished,Yes
3115000.0,3850,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
2975000.0,4352,4.0,1.0,2.0,,no,no,no,no,1.0,,unfurnished,Yes
4200000.0,3640,3.0,2.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
5530000.0,6100,3.0,200.0,1.0,yes,no,yes,no,no,2.0,yes,furnished,Yes
4200000.0,4410,2.0,1.0,1.0,no,no,no,no,no,1.0,no,unfurnished,
7210000.0,7680,4.0,2.0,4.0,yes,yes,no,no,yes,1.0,no,semi-furnished,Yes
10150000.0,16200,5.0,3.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
3360000.0,3720,2.0,1.0,1.0,no,no,no,no,yes,,no,unfurnished,Yes
3675000.0,,2.0,1.0,1.0,no,no,no,no,no,0.0,no,semi-furnished,Yes
3150000.0,3500,2.0,1.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,
4480000.0,4510,4.0,1.0,2.0,yes,no,no,no,yes,2.0,no,semi-furnished,Yes
3570000.0,4500,2.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,Yes
4620000.0,,3.0,1.0,1.0,yes,yes,,no,yes,0.0,no,unfurnished,Yes
3360000.0,,2.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
5600000.0,5136,3.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,unfurnished,Yes
3920000.0,5500,4.0,1.0,2.0,yes,yes,yes,no,no,0.0,no,semi-furnished,Yes
4305000.0,10360,2.0,1.0,1.0,yes,no,no,no,no,1.0,yes,semi-furnished,Yes
8890000.0,4600,3.0,2.0,2.0,yes,yes,no,no,yes,2.0,no,furnished,Yes
2660000.0,3934,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
4613000.0,4510,4.0,2.0,2.0,yes,no,,no,no,0.0,no,semi-furnished,Yes
6930000.0,13200,2.0,1.0,1.0,yes,no,yes,yes,no,1.0,no,furnished,Yes
2870000.0,6000,2.0,,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3850000.0,3180,2.0,2.0,1.0,yes,no,yes,no,no,2.0,no,semi-furnished,Yes
3010000.0,3240,3.0,1.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
4900000.0,5400,4.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3087000.0,8100,2.0,1.0,,yes,no,no,no,no,1.0,no,unfurnished,Yes
2975000.0,4352,4.0,1.0,2.0,,no,no,no,no,1.0,,unfurnished,Yes
4970000.0,7686,3.0,1.0,1.0,yes,yes,yes,yes,no,0.0,no,semi-furnished,Yes
12215000.0,7500,4.0,2.0,2.0,yes,no,yes,no,yes,3.0,yes,furnished,Yes
5425000.0,6825,3.0,1.0,1.0,yes,,yes,no,yes,0.0,yes,semi-furnished,Yes
4200000.0,4600,3.0,2.0,2.0,yes,no,no,no,yes,1.0,no,semi-furnished,Yes
5215000.0,3180,3.0,2.0,2.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
4900000.0,4770,3.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,semi-furnished,Yes
8400000.0,7000,3.0,1.0,4.0,yes,no,no,no,yes,2.0,no,semi-furnished,Yes
3430000.0,3185,2.0,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,Yes
5243000.0,6050A,3.0,1.0,1.0,yes,no,yes,no,no,0.0,yes,semi-furnished,Yes
2275000.0,1836,2.0,1.0,1.0,no,no,yes,no,no,0.0,no,semi-furnished,Yes
4620000.0,2870,2.0,1.0,2.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,Yes
5600000.0,10500,4.0,2.0,2.0,yes,no,no,no,no,1.0,,semi-furnished,Yes
7490000.0,6600,300.0,1.0,4.0,yes,no,no,no,yes,3.0,yes,furnished,Yes
6230000.0,6600,3.0,200.0,1.0,yes,no,yes,no,yes,0.0,yes,unfurnished,Yes
3360000.0,3185,,1.0,,yes,no,yes,no,,2.0,no,furnished,Yes
5215000.0,4500,4.0,2.0,1.0,no,no,yes,no,yes,2.0,no,semi-furnished,Yes
7980000.0,9000,4.0,2.0,4.0,yes,no,no,no,yes,2.0,no,furnished,Yes
5229000.0,7085,3.0,1.0,1.0,yes,yes,yes,no,no,2.0,yes,semi-furnished,Yes
2450000.0,,2.0,1.0,1.0,yes,yes,no,no,no,0.0,no,unfurnished,Yes
9240000.0,3500,4.0,2.0,2.0,,no,no,yes,no,2.0,no,,Yes
6293000.0,6600,3.0,2.0,3.0,yes,no,no,no,yes,0.0,yes,unfurnished,Yes
3675000.0,3600,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,furnished,Yes
5215000.0,4500,4.0,2.0,1.0,no,no,yes,no,yes,2.0,no,semi-furnished,Yes
4165000.0,4046,3.0,1.0,2.0,yes,no,,no,,1.0,no,semi-furnished,Yes
4060000.0,4992,3.0,2.0,2.0,yes,no,no,,no,2.0,no,unfurnished,Yes
5880000.0,7160,3.0,1.0,1.0,yes,no,yes,no,no,2.0,yes,unfurnished,Yes
5383000.0,6450,3.0,2.0,1.0,,yes,yes,yes,no,0.0,no,unfurnished,Yes
2870000.0,,2.0,1.0,1.0,yes,no,no,no,no,0.0,,unfurnished,Yes
5565000.0,4400,4.0,1.0,2.0,yes,no,no,no,yes,2.0,yes,semi-furnished,Yes
5110000.0,3000,3.0,,2.0,yes,yes,yes,no,no,0.0,no,furnished,Yes
5950000.0,6254,4.0,2.0,1.0,yes,no,yes,no,no,1.0,yes,semi-furnished,Yes
7962500.0,6000,3.0,1.0,4.0,yes,yes,no,no,yes,2.0,no,unfurnished,Yes
3920000.0,3000,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,,Yes
3150000.0,1650,,1.0,2.0,no,no,yes,no,no,0.0,no,,Yes
3703000.0,3120,3.0,1.0,2.0,no,no,,yes,no,0.0,no,semi-furnished,Yes
2520000.0,3000,2.0,1.0,,yes,no,no,no,no,0.0,no,furnished,Yes
3710000.0,3600,3.0,1.0,1.0,yes,no,no,no,no,100.0,no,unfurnished,Yes
5145000.0,7980,3.0,1.0,1.0,yes,,no,no,no,1.0,yes,semi-furnished,Yes
1750000.0,3850,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
3640000.0,,3.0,2.0,2.0,no,no,yes,no,no,0.0,yes,unfurnished,Yes
4200000.0,2145,3.0,1.0,3.0,yes,,no,no,no,,yes,unfurnished,Yes
4480000.0,4040,3.0,1.0,2.0,yes,no,no,no,no,1.0,,semi-furnished,Yes
2275000.0,3970,1.0,1.0,1.0,no,no,no,no,no,0.0,no,unfurnished,Yes
8080940.0,7000,3.0,2.0,4.0,yes,no,no,,yes,2.0,no,furnished,Yes
3920000.0,8080,300.0,1.0,1.0,yes,no,no,no,,2.0,no,semi-furnished,Yes
5033000.0,4800,200.0,1.0,1.0,yes,yes,yes,no,,0.0,no,semi-furnished,Yes
3500000.0,3650,3.0,,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
6083000.0,4300,6.0,2.0,,yes,no,no,no,,0.0,no,furnished,Yes
3990000.0,6480,3.0,1.0,2.0,no,no,no,no,yes,1.0,no,semi-furnished,Yes
2835000.0,4350,3.0,1.0,2.0,no,,no,yes,no,1.0,no,unfurnished,Yes
4340000.0,1905,5.0,1.0,2.0,no,no,yes,no,no,0.0,no,semi-furnished,Yes
4550000.0,3760,3.0,1.0,1.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
2590000.0,3600,2.0,2.0,,yes,no,yes,no,no,1.0,no,furnished,Yes
4410000.0,4900,2.0,1.0,200.0,yes,no,yes,no,no,0.0,no,semi-furnished,Yes
6300000.0,6000,4.0,2.0,4.0,yes,no,,no,no,1.0,no,semi-furnished,Yes
6510000.0,8250,3.0,2.0,3.0,yes,no,no,no,yes,0.0,no,furnished,Yes
3290000.0,4040,,1.0,1.0,yes,no,no,no,no,0.0,no,,
3150000.0,4095,2.0,1.0,1.0,yes,no,no,no,no,2.0,no,semi-furnished,Yes
2485000.0,4400,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
8645000.0,4560A,3.0,2.0,2.0,yes,yes,yes,no,yes,1.0,no,,Yes
5530000.0,3300,3.0,3.0,2.0,yes,,yes,no,,0.0,no,semi-furnished,Yes
5040000.0,3540,2.0,1.0,1.0,no,yes,yes,no,no,0.0,no,semi-furnished,Yes
3780000.0,5830,,1.0,1.0,yes,no,no,no,no,2.0,no,unfurnished,Yes
5460000.0,6100,300.0,1.0,3.0,,yes,no,no,yes,0.0,yes,semi-furnished,Yes
3850000.0,5300,5.0,2.0,2.0,,no,no,no,no,0.0,no,semi-furnished,Yes
5425000.0,6825,3.0,1.0,1.0,yes,,yes,no,yes,0.0,yes,semi-furnished,Yes
3353000.0,2700,3.0,1.0,1.0,no,no,no,no,no,0.0,no,furnished,Yes
5040000.0,,4.0,1.0,2.0,yes,no,no,no,yes,2.0,no,furnished,Yes
3780000.0,3600,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
3780000.0,4820,3.0,1.0,2.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
5250000.0,5300,4.0,,1.0,yes,no,,no,yes,0.0,yes,unfurnished,Yes
5600000.0,6600,4.0,2.0,1.0,yes,no,yes,no,no,0.0,yes,,Yes
3920000.0,3816,2.0,1.0,1.0,yes,no,yes,no,yes,200.0,no,furnished,Yes
2450000.0,3210,3.0,1.0,2.0,yes,no,yes,no,no,0.0,no,unfurnished,Yes
3430000.0,2145,3.0,1.0,3.0,yes,no,,no,no,0.0,yes,furnished,Yes
6300000.0,,3.0,2.0,3.0,yes,no,no,,yes,2.0,no,semi-furnished,Yes
3570000.0,4500,4.0,2.0,2.0,yes,no,yes,no,no,2.0,no,furnished,Yes
3605000.0,4500,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,,Yes
7420000.0,6325,3.0,1.0,4.0,yes,no,no,no,yes,1.0,no,unfurnished,Yes
2450000.0,4840,2.0,1.0,2.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
2730000.0,4000,3.0,1.0,2.0,yes,no,no,no,no,1.0,no,,Yes
6930000.0,8880,3.0,2.0,2.0,yes,no,yes,no,yes,1.0,no,furnished,Yes
3290000.0,5880,3.0,,1.0,yes,,no,no,no,1.0,no,unfurnished,Yes
3500000.0,5900,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,furnished,Yes
2380000.0,3264,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,unfurnished,Yes
4445000.0,3750,2.0,1.0,1.0,yes,yes,yes,no,no,0.0,no,,Yes
5145000.0,3410,3.0,1.0,2.0,no,no,no,no,yes,0.0,no,semi-furnished,Yes
4270000.0,2175,3.0,1.0,2.0,no,yes,yes,,yes,0.0,no,unfurnished,Yes
5565000.0,5400,5.0,1.0,2.0,yes,yes,yes,no,yes,0.0,yes,furnished,Yes
4900000.0,6300,3.0,1.0,1.0,yes,no,no,no,yes,2.0,no,semi-furnished,Yes
5600000.0,5500A,3.0,2.0,2.0,yes,no,no,no,no,1.0,no,,Yes
2660000.0,3480,2.0,1.0,1.0,yes,no,no,no,no,,no,semi-furnished,
5523000.0,6900,300.0,1.0,1.0,yes,yes,yes,no,no,0.0,yes,semi-furnished,Yes
3710000.0,4040,2.0,1.0,1.0,yes,no,no,no,no,0.0,no,semi-furnished,Yes
4305000.0,4400,2.0,1.0,1.0,yes,no,no,no,no,1.0,no,semi-furnished,Yes
